,video_id,comments
6407,WN83xY7949o,"['I beg friend bro', 'Ha', 'Supper ritik bhai', 'H Di Jay kara Doge Meri Yaari', 'Please mujhe members sip gift karde bro 2598374693', 'Op', 'Tsg murdabad te jindabad', 'Yes 👍👍😀❤️', 'Bhai mere Id per top up karwado plz plz', 'Bhai main live me comments kyu ni kar pa raha hun']"
6408,xQURjl6gZNU,"['10 Types Of Free Fire Player 🤣https://youtu.be/HJghuDF4YBo', 'Congrulations for 10 Million  suscriber', ""Ritik.   BHAI.  PLESE diamond DA do I'd mam Ali shan bro"", 'Hrithik bhai mai tumhe like subscribe bhi karti ho mujhe kuchh bhi keep kar diya Meri FIFA ke liye new ID3333282104', 'Opritikbhai', 'Meranamemonualam our uid5588548195', '112282678', ""I ned this I'd kent you give me this I'ds password"", 'Phone number', 'IPL ka passport pendrive between it number ka']"
6409,tpbmwAf_Umk,"['Ritik Scammed FreeFire Richest Id 😱100+ Magic Cube https://youtu.be/xQURjl6gZNU', '4770761211', 'Bhai plzzzzzzz send dimonds 2256321399', 'MERE BAI ke PAS he Ae GaDI', 'Tsg', 'mayake suda', '3312365788', 'Purgle😀', '10000', 'skazimboss']"
6410,HJghuDF4YBo,"['20,000 Comment+ 100K Likes For Part 2❤️Ritik Scammed FreeFire Richest Id 😱100+ Magic Cube https://youtu.be/xQURjl6gZNU', '3006902671', 'Hlo bhai', '743839251\n💎1000', 'Friend request bhej de yaar tum dekho Rajasthan mein', 'Love you bro two side gamer', ""Tu side gammer vi ma ak tola indan playar ma up  subsciber kal mara Barth day vi mara ko ak I'd give kar do na vi please 🥺"", 'Bhaiya meri ID per bhi Diamond gift kar do meri id hai Shivam 8847 5 1', '2815283386', '2247219021']"
6411,W0H4fyDufPA,"['It Was A Fun Prank Guyss || Prank Ese Hi Hote Hai :) Tho Take This As A content', 'I think it will last video game play', 'Okiooooooo000000 10 mol', 'Ritignoob', 'Bhie muje lo apne clan me \nMy id  1703341508', 'Grandmaster gadrail pahuncha do', 'Sala', 'Mujhe b guild ma lelo', 'Op', 'Amit bhai']"
6412,mtxG2_GMS9Y,"['😂Dangerous prank with GrandMaster Player :- https://youtu.be/W0H4fyDufPA', 'JOSÉ CAMPO CASAGUTEY', ""Bhai give me Dimond I'm small boy"", 'Love from Indonesia 🇮🇩❤', 'Ha ayai hai', 'Free diamond', 'No', '11 minute ki stream Ka video 😂😂😂😂😂😂😂😂😂😂😂😂', 'Please daimond da do ma garib ho WARYA470', 'Op']"
6413,fYrrjlLfDaw,"['😂Dangerous prank with GrandMaster Player :- https://youtu.be/W0H4fyDufPA', 'really', '2', 'First elit is frebrat bundle of jash', '1', 'Perfect editing 😍\nBeautiful sharing ❤️', 'दुसरा है', ""Next level but I think this is ritik bhai I'd 😂😂👍"", 'Real jash', 'Hiphop']"
6414,2cVn7DLoTHg,"['Hy', 'Tsg comeback kingd', '4:22:22', 'Bhi aapko free fire hack aata hai', '# no topup', 'Tsg comeback very op', 'TG op bolte TSG ki khopdi kholte', 'TSG Bolte', 'As per name Bangalore=RCB 🙃 Not finals winner but heart winner', 'TSG opi']"
6415,5dfearZvUqk,"['Ritik Scammed FreeFire Richest Id 😱100+ Magic Cube https://youtu.be/xQURjl6gZNU', 'hello suicide game aur kya aap Sadi ka kam Karte The to aap apni new video bnao usmein', 'Hiiiiii', '🙄🙄🙄🙄', '😥😥😥😥😅😆', 'Video inshot sa edit karte ho Kya😄', '😭😭😭😭😭', '🤣😆🤣😂🤣', 'Free fire lover hoke pubg game rakhte ho main aapka Channel unsubscribe kar Diya', '🤣🤣🤣']"
6416,OGrymWs8d0M,"['Deleting Free Fire 🥲 https://youtu.be/5dfearZvUqk', 'dam hai to 1B mein aana😂😂😂😂😂', 'is sarve mein top up ho sakta hai Tai', 'Hello bhai hello Mujhko dacor  bhai ke number de sakte ho', 'Holo', 'Holo', 'helo bhay Dimon da do', 'Aur bhai Aise Mat se bhai बढ़िया-बढ़िया', 'can you give me 10000 top up', 'Thoda game to khelo']"
6417,SI0sqvKh_30,"['Deleting Free Fire 🥲 https://youtu.be/5dfearZvUqk', 'completed 150k bro', '150k hogaye', 'Once upon a Time , TWO SIDE GAMERS were Emotions 🥺❤️', '@twosidegamers 150 k like complete do next dare', '😭😭', '150k likes done jash bhai be ready', 'Plz play truth and Dare', 'op jash = ritik', 'Nalt ha ghsbi']"
6418,-3QWmvgD4c0,"['🌍', 'Song op', '1:54:19', '0:39', 'Heloo bhai please reply 😔😔😔😔😔😭😭😭😭😭😭😓😓😓', 'Op bhaiiiiiiiiiiiii', 'Ye kon tha 2:51:10 gali dena wala', 'Tsg jash and ritick is two of the legend', 'Which song bro?', 'Op song']"
6419,99w8CNIkF24,"['😂Dangerous prank with GrandMaster Player :- https://youtu.be/W0H4fyDufPA', 'Hi', 'Jush na  dear deya', '😭😭😭', 'Lol', '.....………………………', '💔💔💔💔💔', 'This is a prank', 'My   full    support   bro', '4:00 song name']"
6420,G5Z7gZuoums,"['Follow us on Instagram For Behind The scene😂 https://instagram.com/twosidegamers?utm_medium=copy_link', '2622388685', 'Muja delado', 'Jabardast', '😮😮😮😮', 'aap garena ke tate ho garena ko kaho India ko free me kuch be deterahe', 'Dimond please', 'Naman\na', 'Rithik Bhay q ya sub video Ben asth hoe', 'Aur konsa youtuber sote vakt recording karta hai']"
6421,DumUCGRtbpM,"['tg', 'Ek number commentary', 'tg', 'Team elite bolte publick', 'Nalla (team elite)', 'Hii', '18+', 'Tag op', 'Op game play', 'good']"
6422,E-y_fs3N_Y8,"['Follow Us On Instagram For Pre Registration Update https://instagram.com/twosidegamers?utm_medium=copy_link', 'I am very your fan', 'ritik bhai mujhe aapka phone number mil gaya hai', ""Please help my I'd top up saibe mojhi nob boltai ha . Id- 6175619113"", '2506455930 Instagram Mein follow kar liya hai bhai ab aap meri ID Mein Aakar Mere Sath Khel Kiya Mujhe Diamond de do bhai please', '20000diamondgive', 'Bhai mere free fire max my Bermuda Max map nahi hai', 'Maine ID bhej diya mere id pe please 5000 diamond dal do', 'Hello Ritik bhai mere ko diamond de do meri ID mein aapko bata raha hun As_Kalp Dedhi', '2:02 finally I found it 🤣🤣🤣']"
6423,G8fcWz72Rtg,"['Free Fire Max Part 2 🔥New Map & Graphics - https://youtu.be/E-y_fs3N_Y8', 'Apnko be gift box Kasi milaga', 'please my UID 2839206201', 'please my UID 2839206201', 'please my UID 2839206201', 'please my UID 2839206201', 'please my UID 2839206201', '2813870407 my id', 'Bhai mujhe please kuchh dimond kar do', 'Main aapka subscribe kahoon']"
6424,GJSpbpUgGBM,"['Free Fire Max Part 2 🔥New Map & Graphics - https://youtu.be/E-y_fs3N_Y8', '888888888₹', 'Tow side gamer very big cheater', 'Ritik bhai yar sahi sahi ot kro na saf saf pta chl rha he ki jash Bhai win hai 😭😒😒😒😒', 'Real', 'Rishwat khor ke bacha', 'TSG ritik and TSG jash chiter', 'Mr. Triple r ke sath kar lo WhatsApp', 'World championship Chester 😹😹', '3289890465']"
6425,sHJKqU7BIKg,"['😅😅😆😄😂😂😃😃', ',😂😂😂😂😂😂😂😂🤩😂🤩😂🤩😂😂', 'Op ritik bhai', 'Hi', 'Ending tak dekhna 😂😂😂♥️👍🏻', 'Are video mein chalo bhai salon gais yahi karte rahte ho diamond kab daloge', 'Ritik bai akhe achi dikhate ho', 'Ak mex kardo2036964815', 'Op', '😂😂😂😂😂😂']"
6426,S7KzR8gd99Q,"['Free Fire Max Part 2 🔥New Map & Graphics - https://youtu.be/E-y_fs3N_Y8', 'अरे भाई मैं तो हर वीडियो लाइक करता हूं यार मेरा आईडी तो पूरा बना दो', '124 hai Elite pass', 'Hii', '2779646276', 'UlD 4572162053', 'Arun pij', '74', '89', '56']"
6427,o3zN358NCoc,"['Free Fire MAX🔥 Trailer https://youtu.be/G8fcWz72Rtg', '4:30', '4:3', 'Jai he anake mar rahatha', 'O bhai rittik jash ke Sath a keya kar dia 🤣🤣🤣🤣🤣', 'Mere ko 5000 diamond jaaye Mera ID password sada khan', '4:00 op 🤣🤣😂', 'Congratulations for 9 million', 'Oppppppppppp', '😄😄😄😄😄']"
6428,4PTx4J9dMTg,"['Op', 'Op ritik bhai', 'Ritik Bhai ५५५', '😂😂😂', 'ID cove6(2x UID 685582407 please', 'Are bhai mera ID mein to ab kar do na yaar Ajay naam hai', 'Big fan', '😂😂😂😂😂😂', '🤣🤣✌️', 'Hi']"
6429,4-ov42jhGA8,"['Free Fire Max Part 2 🔥New Map & Graphics - https://youtu.be/E-y_fs3N_Y8', 'Bhai aap aur aapka dost bahut Achcha hai bhai mere ko bhi Diamond gift Dena bhai', 'Rip english', 'Bhai  mera Bhai  Birthday hai Bhai muja Id da do Bhai please', 'EthanLe3634K', 'Bhai', 'Bhai log plzzz 150k likes karado ooo', 'Jash bhai mene  grenade ka  event complete kar liya he lakin jab me kuchh din ke badd game khola to usme show in lobby nehi  aaya. Please batayia', 'Pls give me DJ wool this is my name in game haha has1850V', '🤩🤩🤩🤩🤩😍😍😍Wow']"
6430,lhKXc3JY6vc,"['Op tsg army bolth', 'TSM vs tg ke last round me 2 bande tsm ke livestrem dekh rahe the apke dono ek hi jagah bethe the hil nahi rahe the kahi na kahi vo livestrem dekh rahe the', '2024448011❤❤❤', 'OP', 'Tsg 🌚❤️', 'Legend op Bolte ❤️', 'OP tsg', 'Baap bolte TSG 🥰🇮🇳', 'Jash bhai iam your subs plz give me cr7 uid 2763069098 mai boht acha kheltha hu dekhna bro plz mujhe cr7 dedo plz apka man ho to', 'Jash ke bacche Himmat Hai To Custom kr 1 v 1 khelna aata hai to meri ID hai DJBRAVO1905 AAJA AUKAT HAI TO']"
6431,7lnLnYL0d2Y,"['Free Fire MAX🔥 Trailer https://youtu.be/G8fcWz72Rtg', 'Legend watching after corona', 'Ueusiie', 'Op NOOO', 'Ritik bhai legend', 'Look at the new location and the link to the link below link link for your email address link to the address and link to your address link for your address', 'रीतिक भाई जश भाई को हरा दो', 'ঋত্বিক ভাই তোমারা এই। \nগান আচ্ছা। হে', 'Km', 'Op']"
6432,3O9J6-fp94g,"['Tsg', 'No caster was harmed in this live', 'Total gaming op ❤️', 'Tg ❤️❤️💯', 'Op', 'Koi tg vs tsm ka time de skta hai?', 'Tag op bolte', 'TSG JODDS ❤', 'This is my favourite channel . I especially like it when you explain everything so nicely♥️❤️💙🖤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'This is my favourite channel . I especially like it when you explain everything so nicely♥️❤️💙🖤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️']"
6433,E6SW1_9imfA,"['Love you Rohit bhai ❣️❣️❣️💫💫', 'pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp', 'Mera Naam Hai Raja Kumar main aap ki id per bhej diya Hun Mein apna id please utha lo friend request', 'Ritik bhai Mera bhi friend request utha lo Mein aapka bahut bada Sach kara bolo main aap ki ID par bhej diya hai please utha lo', 'Lr7 moon is so cute', 'भाई मुझे एक आइडि दे दो मैंने आप को फॉलो कर लिया है', 'भाई एक आईडी मुझे दे दो ना भाई प्लीज भाई मुझे मेरे पास एक भी आईडी नहीं है', 'hello ritik bhai main aapka bahut bada fan hoon', 'Fist time tsg got 1 million like', 'lookesh gamer be like : sale LR7 moon ko kuch mat kar na Lamborghini chada duga 🤣']"
6434,vfi58EOdq1E,"['Op gameplay seen', 'Bohat maja aata he sach me', 'Bhai ek bar fir se karo guild.war', 'Legend always legend', '🥺', 'Dalapura gaming', 'Op', 'Hi bhai me dzire Dheeraj', 'Bhai mera brithday ha to sari chai da do please please please please please please please please please please please', 'Skayush2006 dimand dedo']"
6435,61uw7j9K418,"['Are jash bhai ap kaha per ratha ho', 'Ritik dint brush his teeth', 'Which city form you', ""5:14 Yes he die iski free fire ki I'd mara nam"", '10 million soon bro', 'Bhai seatbelt', 'Opppdodoslsl', 'Bhaiya bhai ID ki kar do meri ID band ho gai1705648021', 'Zinda rhoge bhai tb na update doge 🤣🤣🤣', 'Agar mar gaye toh aapki id mereko de dena 😂😂']"
6436,YMj0lkJxYDM,"['Nice bhai', '🤣😂😂😁', 'Legends saw ritik teeth was yellow 😂', 'Sab lok spam kar do break dancer India serval me dalo', 'Sab lok spam kar do break dancer India serval me dalo', 'Sab lok spam kar do break dancer India serval me dalo', 'Sab lok spam kar do break dancer India serval me dalo', 'Sab lok spam kar do break dancer India serval me dalo', 'Sab lok spam kar do break dancer India serval me dalo', 'I Love you Ritik and my name is shanaya ❤️❤️']"
6437,9oD98CmQ8yQ,"['""my father is not having any job""\n""l want to do something for my father""\n""but YouTube is not giwing me views""\n""ya i m worse thane others ""😭😭😭', 'Bhai tum jaada funny video dalo plzz', 'Nice 👍👍👍', 'Toilet me bhi bna to', 'lD 2522881823', 'Bhai Alok girt karo plz', 'Big fan bro op', 'Dedo na bhai please', 'FFCO8BS5JW2D', 'Ooooooooooooooooooooooooooooppppppppppppppppppppppppppppp']"
6438,QYMllzLfNa4,"['Hi', '3:09:33 is op clutch by ritik \nAnd @TSG VIHAAN be like\nRitik vai Jod or wott', 'Respect tg bro', 'Anna', 'Room pettu', 'OP 👍', 'Team choas 😠 \nChoas khatam \nGrand pa scary gamer \nAnd technical kk', 'Tsg is the best', 'OP CLUTCH BY RITIK WITH M1887', 'Aur chai Piyo biscuit Khao']"
6439,ZTROcd8t3NI,"['Buy Diamonds In Free Fire https://codashop.sjv.io/c/2901062/929266/11950?codacampaign=generic_codashop_program', 'Indian ke competitive player even hi hote hai', 'Ob ha aa ja', '8 x milna pa snaiping ka junoon jakhta ha  bgmi wala ka aaga free fire wala  banda thar thar kampta ha', 'Bgmi wala nob ko bi nahi mar pay ga chotta', 'Free fire saste logo ki game nahi yaha pro jinda raha ta hai', 'Op', 'I challenge for 1vs1', 'Bhai please 1v1 with me please ❤️', 'RITIK BHAI CONFIDENTLY I AM SAYING BGMI PLAYER SE 1V1 BGMI ME KARKE AAP BOHOT BADI GALTI KAR RAHE HO APKI HAAR NISCHIT HE AAP USKI THESO NA THESO WO APKI JARUR THES DEGA BECAUSE I AM FF AND BGMI PLAYER , EXPERINCE BOLTE !!']"
6440,XjXSFNbL_hg,"['😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😘😘😘😘😘😘😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'op jash bhai kya hogya ritik', 'Top up', 'Uid 6515507477', 'Hello bhai log main tumse bahut pyar karta hun Humko thoda Diamond de dena', 'We want part 2', 'bhai aap logo ka bahot bada fen hu bhai', 'hello bhai mere ko diamond gift kar do', 'Ak mex kardo 2036964815']"
6441,aokD5Fo4i6Q,"['Only watching for as gaming ❤️❤️❤️', 'Op', 'Opppp', 'Op', 'On999+', 'Tra dom ha to castom ma ea ja', 'Kha kha sa aja ta ha prank karna', 'Nub kalna ata nahi kalna ajta ha', 'Tum sob bot ho dom ha to chastom ma ea ja', 'Bot plier']"
6442,ZjYBNsh7iIg,"['Nahi chalega', 'Tsg jods', 'Ok', '2:45:20', 'Opopopopopopopop', 'Tsg bolte public', 'New Trend : the ONLY CREATOR WHO DONT LOSE HIS ORIGINALITY', '💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎', 'shil-raja', 'Please make water diamond cut off']"
6443,mHad0PjbXL8,"[""Hii bhai FF I'd 2208983921"", '🤣', 'O p', 'Oh', 'Ab live ku nahi karte?🔥', 'Dresh change nai kara 2 din ma 1 milion cut', 'Oh god ojasvi ki gaali😂😂', '1918519546', 'Start karo', 'Op in the chat']"
6444,e7z-D1ZSlQQ,"['Hi bhai', 'Ritik bhai inmcubator ko toh sahi likh lete', '1', 'Plz give me new computer', 'Bhai mere channel grow Kar do please channel name\nO_K ARMY', 'All', '1', '😭😭😭🥲', 'T', 'Mene ap ko Big Bajar me dek raka he']"
6445,_ulzdThNsC8,"['Please bhai meri ID per topic kar dena aur aur woh new criminal I Hai vah bhi nikal dena', 'Where is jash', 'free fire clothes in real life part2 pls', 'Big fan', 'Justice for indian server', 'Bai gussa aaye to mat par galiya mat\nDena', ""Bai Meri I'd mai please please please one corono dedo Bai white Tay Vali tiset aur plan bermunda \nLeke do na Bai please please please"", 'How has get angletic pant', 'Hi bro topup kardo na', 'Angelic pants']"
6446,nPinACoCnVI,"['TAG JASH VS CHOTULAL COLLECTION VERSUS 🔥https://youtu.be/wN4sUSFk4QE', 'jnsizkisIisisIisisisIyou9th90pll5', 'cameraman ka shakal ko Dekho bilkul ginti lag raha', 'hi', 'Rg', 'Hii', 'Re', 'Q\nAlla', 'Hello', 'Hi']"
6447,wN4sUSFk4QE,"['😱Jolo Chip Challenge With Subscribers https://youtu.be/nPinACoCnVI', 'Mann Pro', 'Jolo chips', 'Deno', 'Dino op', 'Chalo chips', 'Jazz you are winner', 'mann niba', 'man noobda g', 'spcy jolo chip']"
6448,BobOLmJlqfE,"['🔥😱Jolo Chip Challenge With Subscribers https://youtu.be/nPinACoCnVI', 'Mera naam hai decor', 'Tdjfjy', 'Hello T shirt gamer Bhai mera YouTube channel promote Karva Doge', '🅿🅻🅸🆂🅴🅸🅳🅳🅾', 'Nintfreefrie', '17Bundle', 'bhai pleas magic', ""I konw its girlfriend's ID"", 'हेलो भाई आपका बहुत बड़ा फैन हूं भाई मैं आपको इतना रिक्वेस्ट भेज रहा हूं मेरा आई डी का लेवल 56 लेवल है आपकी आपके चैनल को सब्सक्राइब किया है लाइक भी किया है सारे वीडियो कॉल करो मैं आपका बहुत बड़ा फैन है इसलिए मेरे को ले लो ना मैं आपको रिक्वेस्ट आ जाऊंगा']"
6449,-d1kYgYghTc,"['😱Jolo Chip Challenge With Subscribers https://youtu.be/nPinACoCnVI', ""Bro have phone ki hud alag hoti h tumne jo iska I'd se hud change ki wo tumhari phone ki change ho gyi🤣🤣🤣🤣"", 'Ritik bhai chor ho kya op prank', 'Ritik bhai chor', 'RIP ENGLISH 😂', 'Chor rictak bhai', 'Please give me alock', 'Ritik bhai op', '🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰😊😊😊😊😊', 'Ritik bahi choir']"
6450,y80kgI8bZzs,"['Artik blue', 'Emote Lonley Dikhaya Nake vivek aakh Kholke Dekha Kro', 'Op bolte😀😀😀😀😀😀😀😀', '🤣🤣', '4:17:15', '4:16:46', '4:17:10 thanks me later 😜', 'Ritik machaega jald hi ❤️', 'Hip Hop bundle pe mask pehen skte hain bhai', 'Ritik tati']"
6451,OJ9xSG7v-_A,"['😱Jolo Chip Challenge With Subscribers https://youtu.be/nPinACoCnVI', 'Two side gamer Tumne achha nahi kiya Aditya bhai ke sath', 'Big Scam of August', 'Hamain chahi yai', 'of', '2500843181 UID mari I am your fan', 'शिवा 9098598086', '3168172898 please diamond top up karo bhai', 'UiD 3168172898', 'Kitna acting karti ho be']"
6452,UqbRfcA9Gzk,"['Ritik will improve his gameplay better than other youtbuer', 'I also want to play tournament with you and other 🙏🙏🙏', '4:21:00', 'No top up', 'Ban free fire', 'Gyan bhai ke badolat yaha ho or unhe lath mar diye haaaaa noobde gameplay  sudharo', 'Hii', 'I am also Jain prahar Jain✔️✔️✔️✔️✔️', 'Give jash to play tournament.', 'Gun skin equip kyu nahi Kari bra']"
6453,XintxlQIYUI,"['😍Youtubers Vs 😱”V” Badges Account :- https://youtu.be/Ox0uqltLE1M', '3940748474', 'Leekevi 3652E', 'I love you', 'Wah kya seen hai', '😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😮😠😠😠😠😠😠😠😠', '😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠', 'beta shaddi karlo iska sath jash', 'जयभाई मुझे दस हजार UID  २५०३००५३७३ प्लीज मुझे दर पाच हजार टाइम प्लीज दोना', 'iD 2445566581 Daiman  5000 dia dio']"
6454,PbTvpv4SPDE,"['Loser Will Break Iphone 12 Pro Max😱https://youtube.com/shorts/USRMrHNoVPw?feature=share', 'JOSÉ CAMPO CASAGUTEY', 'Background song is op', 'top  up    kro    2525008133', '🤣🤣ritik Bhai chasma lagakar gadi chla rhe ho', 'Ope', 'Bhai loves from Bhopal', 'Where is as gaming', 'Where is as gaming', 'Name every youtuber if u know them 😎']"
6455,ipZpVD1rbLw,"['What is the car name', '🥳🥳🥳🥳', 'Gajab hai jas bike gf', '🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑', 'Gajab lass dhai', '😱😱😱', 'Omg', 'McLaren', 'Big fan tsg member', 'Big fan jash bhai']"
6456,XDmldOFiYis,"['😍Follow Us In Instagram :- https://instagram.com/twosidegamers?utm_medium=copy_link', 'U', 'Ooo', 'Gsgsyst', 'Hsgsgst', 'Gsgs', 'Mai sat aath comment kar raha hu kuch bhi', 'Bgayaf', 'Guq', 'Bhai redim de do']"
6457,Z7kR0gPXn14,"[""That's the reason why they are the best duo💜✨"", 'Legend', 'legend', 'Lets pray for those children who have not parents they are real legends ❤️❤️❤️❤️❤️❤️❤️❤️', 'Well played', 'Two side Pro', 'Oppppp', 'You are a opopopopopppopopopopopopopopopopopopopo', 'Yoyo', '🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵❤❤❤❤❤❤❤❤💙💙💙💙💙💙']"
6458,zeR5vy-rlfA,"['Follow Us On Instagram For Bootcamp Behind The Scenes https://instagram.com/twosidegamers?utm_medium=copy_link', ""2500843181 my I'd Bhai ji"", 'congratulations', '𝕾𝖆𝖗𝖋𝖗𝖆𝖟', 'New phone dila do', 'Bro ap ko onha ak naya phone la ker dana caheya', ""Jash bhai mere I'd lelo mujhe top up dedo na bhai friend list me lelo me apko pass deduga"", 'Op bolte jash sabki khopdi kolte😂😂😂😭', 'Cook is so enosent', 'Jush bhi pachi legend bhi thai']"
6459,0gZjrdAtlOU,"['2:03:36 legend op clutch', 'Op face', '1:42:31', 'Abe poongod aur Cruz ka IQ 150 se zyada hai bhai o sab Jan bujh kar greanade pheka tha aur tum kismat kismat chila rahe ho', 'Ayaan', '2:11:29 bro uski strategy mstt thi na ki luck wo grenade bahar fek raha but tmhe dekhte hi usne Ned feka nd kya hi gloo wall lagyi....op 🤐', 'Po', 'Koi nahi bhai aaap hare par aap humare liye jite', 'Ritik bhai aise koi livestream mein gali deta hai kya', 'Ek number chavda YouTube per hai']"
6460,ndu0ZjJgkTE,"['I Got Angelic Pant 😱 https://youtu.be/qHyjV8-XtWw', 'Bhai main yahan per ja Chuka hu', '200', 'Bhai grass ma kese ka face dekh raha tha', 'Bhai Dara te ho par asa kch nai tha bas over acting fir bhi mere ko toh dil me asa dakh dakh hora tha', 'Apka pitcha gost tha 👻👻👻👻👻👻👻👻👻', 'Uska aak  dekha kya', 'Bhai plz \nDelhi cantonment\nLothian cemetery\nAgrasen ki baoli', 'His eyes are red', 'please bro']"
6461,uLBLMcxDPWM,"['Tsg broke', 'Tonament.  Winner.  Hojavo', '2:47:48 😂', 'justice for indian server', 'justice for indian server', 'justice for indian server', 'Justice for India server\nLike do\n👇', '1:31:10 😂😂😂 legend op', '24:25 - 24:30 , 25:56 27:18  27:48 😂😂😂', '𝙆𝙮𝙪𝙪 𝙩𝙧𝙮 𝙧 𝙚𝙛𝙛𝙤𝙧𝙩']"
6462,iv4itUsv5zI,"['Follow Us On Instagram:- https://instagram.com/twosidegamers?utm_medium=copy_link', 'Haa ritik Bhai aap mobile Chala lo', 'All tsg members are   jod', 'KIng free fire🔥❤️❤️', 'Dennis', 'Evo gun 8', '6', '2512401686 Bhai meri I d', 'Mu uid 3575756800', 'Dddyfi']"
6463,qHyjV8-XtWw,"['Buy Your Diamonds - https://codashop.sjv.io/c/2901062/929266/11950?codacampaign=generic_codashop_program', '15/10', '10=8', '5 meri ID mein top of kar do main aapka bahut bada fan', 'Ap jesh bole me vese karne ke liye tayar hu bhai please please please apko achha lge to kar dena bhai please 😞😞😞😭😭😭🥺🥺', 'Bhai mere pas e tane rupe bhi nahi he bhai sirf kala tisort he vo bhi 20 me niklata  is liye', 'Bhai muje ye m1887 nikal do na ham garib he is liye nahi nikal shkate please app nikal do 🥺🥺😭😭😭😭😭😭😭😭', '0', '1777030 bas eta hi pta hai uid me', 'Bhai']"
6464,USRMrHNoVPw,"['Hrithik bhai rating FIFA ki private video kar lena Jab bahut bahut kam bhi ho raha hai mein to aap ke har video ko Sasta Karunga like Karun Tum ki rate Mera to buy', 'Op bhai. Noon', 'TGS MAN GETA', 'JEESH', 'Jash and ritik jond he apni', '🇮🇳 TATY\nPoop', 'SKYLORD RIP LEGEND 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭', 'JASH BHAI AAP JEETE ABHI NE 4,19 SECOND AUR TUMNE 4,23 SECOND', 'Op', '4 number winner👍']"
6465,BJ9NezWJ8U8,"['❤️Follow Us On Instagram:- https://instagram.com/twosidegamers?utm_medium=copy_link', 'Ronish nhi ha', '11:28 lol', 'Style mein kyon nikalta hai vah pagla sathiya gaya hai', 'JÃÏ GARENA FREE FIRE MAX', 'Nice chadi', '2 pm hot smanp', 'Peace out✌️', 'Net op tha', 'total gaming live']"
6466,RYJBXWSd9D8,"['Watch Our First Delhi Vlog :- https://youtu.be/vdDzDOBx8z0', '6:57 best part', 'Kahi na kahi', 'Kuch nhai kha nai ka nhai', 'Kahin na kahin', 'JOSÉ CAMPO CASAGUTEY', 'Katie na kahi', 'Op tsg mann', '4000 thousand diamant De Do Bhai', 'Kihanakhai']"
6467,Ipx6Vyt7P58,"['👉Follow Us On Instagram:- https://instagram.com/twosidegamers?utm_medium=copy_link', 'Hlo', 'চেপরমার', 'Op', 'Lokesh gamer bhai ko chhat per se swimming pool mein jump Marne bolo please', 'Op ritik and jash bhai', 'Rrrrrrrrrrrtrrrrrrrrr', 'Ritikbhykanaxtpartkalenkdo', 'RITIK BHAI MAA SA PYAR KA TA HO TO PHONE TOR DO', 'Bhai swimming pool deep nhi tha kaam Pani tha legs mai injury tu jaror hoyi hoogi🥺😂']"
